word,pitch
おおうちがり【大内刈り】,オーウチカ゚リ￣
おおうちやま【大内山】,オーウチヤマ￣
おおうつし【大写し】,オーウ＼つシ
おおうなばら【大海原】,オーウナ＼バラ
おおうみ【大海】,オーウ＼ミ
おおうらてんしゅどう【大浦天主堂】,オーウラテンシュドー￣
おおうりだし【大売り出し】,オーウ＼リダシ
オーエス【ＯＳ】,オーエス￣
おおえど【大江戸】,オーエド￣
オーエル【ＯＬ】,オーエル￣
おおおく【大奥】,オ＼ーオク
おおおじ【大伯父】【大叔父】,オーオ＼ジ
おおおとこ【大男】,オーオ＼トコ
おおおやぶん【大親分】,オーオ＼ヤブン
おおがかり【大がかり】,オーカ゚＼カリ
おおがき【大垣】［地名］,オーカ゚キ￣
おおかじ【大火事】,オーカ＼ジ
オーガスタ［地名］,オ＼ーガすタ
おおかぜ【大風】,オーカゼ￣
おおかた【大方】,オーカタ￣
おおがた【大形】【大型】,オーカ゚タ￣
おおがた【大潟】［地名］,オーカ゚タ￣
おおがたけん【大型犬】,オーカ゚タケン￣
おおがたしゃ【大型車】,オーカ゚タ＼シャ
おおがたトラック【大型トラック】,オーカ゚タトラ＼ック
おおがたれんきゅう【大型連休】,オーカ゚タレ＼ンキュー
オーガニック,オ＼ーガニック
おおがね【大金】,オーカ゚ネ￣
おおがねもうけ【大金もうけ《×儲》】,オーカ゚ネモ＼ーケ
おおがねもち【大金持ち】,オーカ゚ネ＼モチ
おおかぶき【大歌舞伎】,オーカ＼ブキ
おおかみ《×狼》［動物］,オ＼ーカミ
おおがら【大柄】,オーカ゚ラ￣
おおかれすくなかれ【多かれ少なかれ】,オーカレすクナ＼カレ
おおかわ【大川】,オ＼ーカワ
おおかわ【大鼓】［芸能］,オーカワ￣
おおかわ【大川】［地名］,オ＼ーカワ
おおかわ【大川】［地名］,オ＼ーカワ
おおかわうそ《×大獺》［動物］,オーカ＼ワウソ
おおかわばた【大川端】［歴史］,オーカ＼ワバタ
おおがわら【大河原】［地名］,オーカ゚＼ワラ
おおカンガルー［動物］,オーカンガ＼ルー
おおきい【大きい】,オーキ＼イ
おおきさ【大きさ】,オーきサ￣
おおきど【大木戸】［歴史］,オーキド￣
おおきな【大きな】,オ＼ーキナ
おおきみ【大君】,オーキ＼ミ
おおきめ【大きめ】,オーキメ￣
オーきゃく【Ｏ脚】,オーキャク￣
おおぎょう,オーキ゚ョー￣
おおぎり【大切り，大喜利】［芸能］,オーキ゚リ￣
おおく【多く】,オ＼ーク
オーク,オ＼ーク
おおぐい【大食い】,オーク゚イ￣
オークション,オ＼ーくション
オークス［スポーツ］,オ＼ーくス
おおぐち【大口】,オーク゚チ￣
おおくぼ【大久保】［地名］,オークボ￣
おおくま【大熊】［地名］,オークマ￣
おおくら【大蔵】［地名］,オークラ￣
おおくらしょう【大蔵省】,オークラ＼ショー
オークランド［地名］,オ＼ークランド
オーケー【ＯＫ】,オ＼ーケー
おおけが【大けが】,オーケ＼カ゚
おおげさ【大げさ《×袈裟》】,オーケ゚サ￣
オーケストラ,オーケ＼すトラ
おおげんか【大げんか《×喧嘩》】,オーケ゚＼ンカ
おおごえ【大声】,オーコ゚＼エ
おおごしょ【大御所】,オーコ゚ショ￣
おおごと【大ごと】,オーコ゚ト￣
おおさか【大阪】［地名］,オーサカ￣
おおさかかんくきしょうだい【大阪管区気象台】,オーサカ￣・カンクきショーダイ￣
おおさかさやま【大阪狭山】［地名］,オーサカサ＼ヤマ
おおさかじょう【大阪城，大坂城】,オーサカ＼ジョー
おおさかずし【大阪ずし《×寿司，鮨》】,オーサカ＼ズシ
おおさかなんこう【大阪南港】［地名］,オーサカナンコー￣
おおさかへいや【大阪平野】［地名］,オーサカヘ＼ーヤ
おおさかべん【大阪弁】,オーサカベン￣
おおさかわん【大阪湾】［地名］,オーサカ＼ワン
おおさき【大崎】［地名］,オ＼ーサキ
おおざけ【大酒】,オーザケ￣
おおざけのみ【大酒飲み】,オーザケ＼ノミ
おおさじ【大さじ《×匙》】,オーサジ￣
おおざっぱ【大ざっぱ】,オーザ＼ッパ
おおざつま【大薩摩】［芸能］,オーザ＼ツマ
おおざら【大皿】,オーザラ￣
おおさわぎ【大騒ぎ】,オーサ＼ワキ゚
おおさんざい【大散財】,オーサ＼ンザイ
おおさんしょううお《×大山椒魚》［動物］,オーサンショ＼ーウオ
おおじ【大路】,オ＼ージ
おおしい【雄々しい】,オオシ＼イ
オージー【ＯＧ】,オージ＼ー
おおしお【大潮】,オ＼ーシオ
おおしか【大鹿】［動物］,オーしカ￣
おおじかけ【大仕掛け】,オージ＼カケ
おおしきあみ【大敷き網】,オーしキ＼アミ
おおしけ【大しけ《×時化》】,オーしケ￣
おおじしん【大地震】,オージ＼シン
おおじだい【大時代】,オージ＼ダイ
おおじぬし【大地主】,オージ＼ヌシ
おおしばい【大芝居】,オーシ＼バイ
おおしま【大島】［地名］,オ＼ーシマ
おおしま【大島】［地名］,オ＼ーシマ
おおしまつむぎ【大島つむぎ《×紬》】［服飾］,オーシマツ＼ムキ゚
おおじょたい【大所帯】,オージョ＼タイ
おおず【大洲】［地名］,オーズ￣
おおすぎる【多過ぎる】,オースキ゚＼ル
おおすじ【大筋】,オースジ￣
オースティン［地名］,オ＼ーすティン
オーストラリア［地名］,オーすトラ＼リア
オーストリア［地名］,オーすト＼リア
おおすみ【大隅】［地名］,オ＼ースミ
おおすみはんとう【大隅半島】［地名］,オースミハ＼ントー
おおずもう【大相撲】,オーズ＼モー
おおせ【仰せ】,オーセ￣
おおぜい【大勢】［名詞］,オーゼ＼ー
おおぜい【大勢】［副詞］,オーゼー￣
おおぜき【大関】［相撲］,オ＼ーゼキ
おおせつかる【仰せつかる】,オーセつカ＼ル
おおせつける【仰せつける】,オーセつケ＼ル
おおそうじ【大掃除】,オーソ＼ージ
おおそうどう【大騒動】,オーソ＼ードー
おおそうば【大相場】［経済］,オーソ＼ーバ
おおぞこ【大底】［経済］,オーゾコ￣
おおそとがり【大外刈り】,オーソトカ゚リ￣
オーソドックス,オーソド＼ッくス
おおぞら【大空】,オーゾ＼ラ
オーソライズ,オーソラ＼イズ
オーソリティー,オーソ＼リティー
おおぞん【大損】,オーゾン￣
おおた【太田】［地名］,オータ￣
おおた【大田】［地名］,オータ￣
おおだ【大田】［地名］,オーダ￣
オーダー,オ＼ーダー
オーダーメード,オーダーメ＼ード
おおだい【大台】,オーダイ￣
おおだいがはら【大台ヶ原】［地名］,オーダイカ゚＼ハラ
おおだいこ【大太鼓】,オーダ＼イコ
おおたがわ【太田川】［地名］,オータ＼カ゚ワ
おおたき【大滝】［地名］,オータキ￣
おおたき【大多喜】［地名］,オータキ￣
おおたけ【大竹】［地名］,オータケ￣
おおだすかり【大助かり】,オーダ＼すカリ
おおたちまわり【大立ち回り】,オータチマ＼ワリ
おおだて【大館】［地名］,オーダテ￣
おおだてもの【大立者】,オーダテモノ￣
おおだな【大だな《×店》】,オーダナ￣
おおたば【大束】,オータバ￣
おおだま【大玉】,オーダマ￣
おおたわら【大田原】［地名］,オータ＼ワラ
おおだんな【大旦那】,オーダ＼ンナ
おおちがい【大違い】,オーチ＼カ゚イ
おおつ【大津】［地名］,オ＼ーツ
おおつえ【大津絵】,オーツ＼エ
おおつか【大塚】［地名］,オーつカ￣
おおづかみ【大づかみ《×摑》】,オーズ＼カミ
おおつき【大月】［地名］,オーつキ￣
おおつごもり【大つごもり《×晦》】,オーツコ゚＼モリ
おおつち【大槌】［地名］,オーつチ￣
おおつづみ【大鼓】［芸能］,オーツ＼ズミ
おおつなみ【大津波】,オーツ＼ナミ
おおっぴら,オーッピラ￣
おおつぶ【大粒】,オーツブ￣
オーツむぎ【オーツ麦】,オーツム＼キ゚
おおづめ【大詰め】,オーズメ￣
おおて【大手】,オ＼ーテ
おおで【大手】,オーデ￣
おおてあい【大手合い】［囲碁］,オーテ＼アイ
オーディエンス,オ＼ーディエンス
オーディオ,オーディオ￣
オーディション,オ＼ーディション
おおでき【大出来】,オーデキ￣
おおてぎんこう【大手銀行】,オーテギ＼ンコー
オーデコロン,オーデコ＼ロン
おおてすじ【大手筋】［経済］,オーテ＼スジ
おおてまち【大手町】［地名］,オーテ＼マチ
おおてもん【大手門】,オーテ＼モン
オーデル［地名］,オ＼ーデル
おおてんじょう【大天井】［経済］,オーテ＼ンジョー
おおど【大戸】,オード￣
おおとう【大塔】［地名］,オートー￣
おおどうぐ【大道具】［芸能］,オード＼ーク゚
おおどうぐがた【大道具方】［芸能］,オードーク゚カ゚タ￣
おおどうぐし【大道具師】［芸能］,オードーク゚＼シ
おおどおり【大通り】,オード＼ーリ
オートキャンプ,オートキャ＼ンプ
オートクチュール,オートくチュ＼ール
おおどころ【大どころ】,オード＼コロ
オートさんりん【オート三輪】,オートサ＼ンリン
おおどしま【大年増】,オード＼シマ
オートジャイロ,オートジャ＼イロ
オートバイ,オート＼バイ
オードブル,オ＼ードブル
オートマチック,オートマち＼ック
オートミール,オートミ＼ール
オートメーション,オートメ＼ーション
おおとものやかもち【大伴家持】［人名］,オートモノ￣・ヤカ＼モチ
おおとら【大虎】,オートラ￣
おおとり【大とり】,オートリ￣
おおとりい【大鳥居】,オート＼リイ
オートレース,オートレ＼ース
オートロック,オートロ＼ック
オーナー,オ＼ーナー
オーナードライバー,オーナードラ＼イバー
おおなぎなた【大なぎなた《×薙刀》】,オーナ＼キ゚ナタ
おおなた【大なた《×鉈》】,オーナタ￣
おおなだい【大名題】［芸能］,オーナ＼ダイ
おおなみ【大波】,オーナミ￣
おおにゅうどう【大入道】,オーニュ＼ードー
おおにんずう【大人数】,オーニ＼ンズー
おおぬさ【大ぬさ《×幣》】,オーヌサ￣
おおぬま【大沼】［地名］,オーヌマ￣
おおの【大野】［地名］,オ＼ーノ
おおのこぎり【大のこぎり《×鋸》】,オーノ＼コキ゚リ
おおのじょう【大野城】［地名］,オーノ＼ジョー
おおば【大葉】,オーバ￣
オーバー,オ＼ーバー
オーバーエイジ,オーバーエ＼イジ
オーバーオール,オーバーオ＼ール
オーバーコート,オーバーコ＼ート
オーバーシューズ,オーバーシュ＼ーズ
オーバースロー,オーバースロ＼ー
オーバーヒート,オーバーヒ＼ート
オーバーブッキング,オーバーブ＼ッキンク゚
オーバーフロー,オーバーフロ＼ー
オーバーホール,オーバーホ＼ール
オーバーラップ,オーバーラ＼ップ
オーバーラン,オーバーラ＼ン
オーバーワーク,オーバーワ＼ーク
おおばか【大ばか】,オーバカ￣
おおばこ［植物］,オーバコ￣
おおはし【大橋】,オ＼ーハシ
おおはなび【大花火】,オーハ＼ナビ
おおはば【大幅】,オーハバ￣
おおはやり【大はやり】,オーハ＼ヤリ
おおはら【大原】［地名］,オ＼ーハラ
おおはらい【大はらい《×祓》】,オーハ＼ライ
おおばん【大判】,オーバン￣
おおばんとう【大番頭】,オーバ＼ントー
おおばんぶるまい【大盤ぶるまい】,オーバンブ＼ルマイ
オービー【ＯＢ】,オービ＼ー
おおびけ【大引け】［経済］,オービケ￣
おおひら【大平】［地名］,オーヒラ￣
おおひろま【大広間】,オーヒ＼ロマ
おおぶ【大府】［地名］,オ＼ーブ
おおふう【大風】,オ＼ーフー
おおぶたい【大舞台】,オーブ＼タイ
おおぶたい【大舞台】［芸能］,オーブ＼タイ
おおふなと【大船渡】［地名］,オーフ＼ナト
オープニング,オープニンク゚￣
おおぶね【大船】,オーブネ￣
おおふぶき【大吹雪】,オーフ＼ブキ
おおぶり【大降り】,オーブリ￣
おおぶり【大振り】,オーブリ￣
おおぶり【大ぶり】,オーブリ￣
おおぶろしき【大風呂敷】,オーブロ＼しキ
オーブン,オ＼ーブン
オープン,オ＼ープン
オープンエア,オープンエ＼ア
オープンカー,オープ＼ンカー
オープンキャンパス,オープンキャ＼ンパス
オーブンシート,オーブンシ＼ート
オープンシャツ,オープンシャ＼ツ
オープンセット,オープンセ＼ット
オープンせん【オープン戦】,オープンセン￣
オーブントースター,オーブント＼ーすター
おおべや【大部屋】,オーベヤ￣
オーベルニュ［地名］,オーベ＼ルニュ
おおぼえ【お覚え《×御》】,オオボエ￣
オーボエ［音楽］,オーボエ￣
おおぼけ【大歩危】［地名］,オーボケ￣
おおま【大間】［地名］,オ＼ーマ
おおまか,オーマカ￣
おおまがり【大曲】［地名］,オーマ＼カ゚リ
おおまけ【大負け】,オーマケ￣
おおまじめ【大真面目】,オーマ＼ジメ
おおまた【大股】,オーマタ￣
おおまち【大町】［地名］,オ＼ーマチ
おおまちがい【大間違い】,オーマ＼チカ゚イ
おおまま【大間々】［地名］,オーママ￣
おおまわり【大回り】,オーマ＼ワリ
おおみ【大身】,オーミ￣
おおみえ【大見得】,オーミエ￣
おおみしま【大三島】［地名］,オーミ＼シマ
おおみず【大水】,オーミ＼ズ
おおみそか【大みそか《×晦日》】,オーミ＼ソカ
おおみなと【大湊】［地名］,オーミ＼ナト
おおみねさん【大峰山】［地名］,オーミネ＼サン
おおみや【大宮】［地名］,オーミヤ￣
おおみやびと【大宮人】,オーミヤ＼ビト
おおみよ【大み代《×御》】,オーミ＼ヨ
オーム［物理］,オ＼ーム
おおむかし【大昔】,オーム＼カシ
おおむぎ【大麦】,オームキ゚￣
おおむこう【大向こう】,オーム＼コー
おおむた【大牟田】［地名］,オームタ￣
おおむね《×概》,オームネ￣
おおむら【大村】［地名］,オームラ￣
おおめ【大目】,オーメ￣
おおめ【多め】,オーメ￣
おおめし【大飯】,オーメシ￣
おおめだま【大目玉】,オーメ＼ダマ
おおめつけ【大目付】［歴史］,オーメ＼つケ
おおもうけ【大もうけ《×儲》】,オーモ＼ーケ
おおもじ【大文字】,オーモジ￣
おおもて【大もて】,オーモテ￣
おおもと【大本】,オーモト￣
おおもの【大物】,オーモノ￣
おおもり【大盛り】,オーモリ￣
おおもり【大森】［地名］,オーモリ￣
おおもりかいづか【大森貝塚】,オーモリカ＼イズカ
おおもん【大門】,オ＼ーモン
おおや【大家】,オ＼ーヤ
おおや【大谷】［地名］,オ＼ーヤ
おおやいし【大谷石】,オーヤ＼イシ
おおやけ【公】,オーヤケ￣
おおやけざた【公沙汰】,オーヤケザタ￣
おおやけど【大やけど《×火傷》】,オーヤ＼ケド
おおやしま【大八洲】［古語］,オーヤ＼シマ
おおやすうり【大安売り】,オーヤス＼ウリ
おおやね【大屋根】,オーヤ＼ネ
おおやま【大ヤマ】,オーヤマ￣
おおやま【大山】,オーヤマ￣
おおゆき【大雪】,オーユキ￣
おおゆきけいほう【大雪警報】,オーユきケ＼ーホー
おおゆきちゅういほう【大雪注意報】,オーユきチューイ＼ホー
おおよそ,オーヨソ￣
おおよろこび【大喜び】,オーヨ＼ロコビ
オーラ,オ＼ーラ
オーライ,オ＼ーライ
おおらか,オオ＼ラカ
オール,オール￣
オールインワン,オールインワ＼ン
オールスターゲーム,オールすターゲ＼ーム
オールスパイス,オールすパ＼イス
オールディーズ,オ＼ールディーズ
オールナイト,オールナ＼イト
オールバック,オールバ＼ック
オールバニ［地名］,オール＼バニ
オールマイティー,オールマ＼イティー
オールラウンド,オールラ＼ウンド
オーロラ,オーロラ￣
おおわく【大枠】,オーワク￣
おおわざ【大技，大業】,オーワザ￣
おおわざもの【大業物】,オーワザモノ￣
おおわし《×大鷲》,オーワシ￣
おおわずらい【大患い】,オーワ＼ズライ
おおわに【大鰐】［地名］,オーワニ￣
おおわらい【大笑い】,オーワ＼ライ
おおわらわ【大わらわ《×童》】,オーワ＼ラワ
おおわりびき【大割引】,オーワ＼リビキ
おか【丘】,オカ￣
おが【男鹿】［地名］,オカ゚￣
おかあさま【お母様《×御》】,オカ＼ーサマ
おかあさん【お母さん《×御》】,オカ＼ーサン
おかいあげ【お買い上げ《×御》】,オカイアケ゚￣
おかいこぐるみ【お蚕ぐるみ《×御》】,オカイコク゚＼ルミ
おかいどく【お買い得《×御》】,オカイドク￣
おかえし【お返し《×御》】,オカエシ￣
おかえり【お帰り《×御》】,オカエリ￣
おかかえ【お抱え《×御》】,オカカエ￣
おかがみ【お鏡《×御》】,オカカ゚ミ￣
おかき《×御欠》,オカ＼キ
おがくず《×大鋸屑》,オカ゚ク＼ズ
おかぐら【御神楽】［芸能］,オカ＼ク゚ラ
おかくれ【お隠れ《×御》】,オカクレ￣
おかげ《×御陰》,オカケ゚￣
おかげさま《×御陰様》,オカケ゚サマ￣
おかざき【岡崎】［地名］,オカ＼ザキ
おかざり【お飾り《×御》】,オカ＼ザリ
おがさわら【小笠原】［地名］,オカ゚サワラ￣
おがさわらしょとう【小笠原諸島】［地名］,オカ゚サワラショ＼トー
おがさわらりゅう【小笠原流】,オカ゚サワラリュー￣
おかし【お菓子《×御》】,オカ＼シ
おかしい,オカシ＼イ
おかしがたい【犯し難い】,オカシカ゚タ＼イ
おかしがる,オカシカ゚＼ル
おかしげ,オカシケ゚￣
おかしさ,オカ＼しサ
おかしな,オカ＼シナ
おかしみ,オカシミ￣
おかじょうき【陸蒸気】［歴史］,オカジョ＼ーキ
おかしら【お頭《×御》】,オカシラ￣
おかしらつき【尾頭付き】,オカシラつキ￣
おかす【侵す】【犯す】【冒す】,オカ＼ス
おかず,オカズ￣
おかた【お方《×御》】,オカタ￣
おかたい【お堅い《×御》】,オカタイ￣
おかだま【丘珠】［地名］,オカダマ￣
おかちん,オカ＼チン
おがつ【雄勝】［地名］,オカ゚ツ￣
おかっぱ,オカッパ￣
おかっぴき【岡っ引き】［歴史］,オカッぴキ￣
おかづり【おか釣り《×陸》】,オカズリ￣
おかどちがい【お門違い《×御》】,オカドチ＼カ゚イ
おかね【お金《×御》】,オカネ￣
おがの【小鹿野】［地名］,オカ゚ノ￣
おかばしょ【岡場所】［歴史］,オカバショ￣
おかぶ【お株《×御》】,オカブ￣
おかぼ《×陸稲》,オカボ￣
おかぼれ《×岡惚》,オカボレ￣
おかまい【お構い】,オカマイ￣
おかまいなし【お構いなし】,オカマイナ＼シ
おかみ【お上《×御》】,オカ＼ミ
おかみ《×女将，御上》,オカ＼ミ
おがみうち【拝み打ち】,オカ゚ミウチ￣
おかみさん《×女将，御上》,オカミサン￣
おがみたおす【拝み倒す】,オカ゚ミタオ＼ス
おがむ【拝む】,オカ゚＼ム
おかめ,オカ＼メ
おかめはちもく《×傍目八目》,オカメハチ＼モク
おかもち【岡持ち】,オカモチ￣
おかや【岡谷】［地名］,オ＼カヤ
おかやき【おか焼き】,オカヤキ￣
おかやま【岡山】［地名］,オカ＼ヤマ
おかゆ【おか湯《×陸》】,オカユ￣
おかゆ《×御粥》,オカユ￣
おから《×御殻》［食］,オカラ￣
おがら《×麻幹》［植物］,オカ゚ラ￣
おからだ【お体《×御》】,オカ＼ラダ
オカリナ,オカリナ￣
オカルト,オカルト￣
おかわ《×御厠》,オカ＼ワ
おがわ【小川】,オカ゚ワ￣
おがわ【小川】［地名］,オカ゚ワ￣
おがわらこ【小川原湖】［地名］,オカ゚ワラ＼コ
おかわり【お代わり《×御》】,オカ＼ワリ
おかわり【お変わり《×御》】,オカワリ￣
おかん【悪寒】,オカン￣
おかん《×御燗》,オカン￣
おかんばん【おかん番《×御燗》】,オカンバン￣
おかんむり《×御冠》,オカンムリ￣
おき【沖】,オキ￣
おき《×燠》,オキ￣
おき【隠岐】［地名］,オ＼キ
おぎ《×荻》［植物］,オ＼キ゚
おぎ【小城】［地名］,オ＼キ゚
おきあい【沖合】,オキアイ￣
おきあいぎょぎょう【沖合漁業】,オキアイギョ＼キ゚ョー
おきあがりこぼし【起き上がりこぼし《×小法師》】,オキアカ゚リコ＼ボシ
おきあがる【起き上がる】,オキアカ゚＼ル
おきあみ《×沖醬蝦》,オキアミ￣
おきいし【置き石】,オキイシ￣
おきうり【沖売り】,オキウリ￣
おぎえぶし【荻江節】［芸能］,オキ゚エブシ￣
おきえらぶ【沖永良部】［地名］,オキエ＼ラブ
おきかえる【置き換える】,オきカエ＼ル
おきがかり【沖がかり《×繫》】,オキカ゚＼カリ
おきかけ【起きかけ】,オきカケ￣
おきがさ【置き傘】,オキカ゚サ￣
おきぐすり【置き薬】,オキク゚＼スリ
おぎくぼ【荻窪】［地名］,オキ゚クボ￣
おきご【置き碁】,オキコ゚￣
おきごたつ【置きごたつ《×炬燵》】,オキコ゚＼タツ
おきさき《×御后，妃》,オき＼サキ
おきざり【置き去り】,オキザリ￣
おきさる【置き去る】,オきサ＼ル
オキシダント,オ＼きシダント
オキシドール,オきシド＼ール
おきつち【置き土】,オキつチ￣
おきっぱなし【置きっ放し】,オきッパナシ￣
おきづり【沖釣り】,オキズリ￣
おきて《×掟》,オきテ￣
おきてがみ【置き手紙】,オきテ＼カ゚ミ
おきてぬぐい【置き手拭い】,オきテ＼ヌク゚イ
おきどけい【置き時計】,オキド＼ケー
おきどころ【置き所】,オキドコロ￣
おきな《×翁》,オ＼キナ
おぎない【補い】,オキ゚ナイ￣
おぎなう【補う】,オキ゚ナ＼ウ
おきなおる【起き直る】,オキナオ＼ル
おきなぐさ《×翁草》［植物］,オキナ＼ク゚サ
おきなわ【沖縄】［地名］,オキナワ￣
おきなわそば【沖縄そば】［食］,オキナワソ＼バ
おきなわちほう【沖縄地方】［地名］,オキナワち＼ホー
おきなわほんとう【沖縄本島】［地名］,オキナワホ＼ントー
おきにいり【お気に入り《×御》】,オキニイリ￣
おきにやく【沖荷役】,オキニ＼ヤク
おきぬけ【起き抜け】,オキヌケ￣
おきのえらぶじま【沖永良部島】［地名］,オキノエラブジマ￣
おきのしま【隠岐島，隠岐の島】［地名］,オキノ＼シマ
おきのしま【沖ノ島】［地名］,オキノ＼シマ
おきのどく【お気の毒《×御》】,オキノドク￣
おきのどくさま【お気の毒さま《×御》】,オキノドくサマ￣
おきのとりしま【沖ノ鳥島】［地名］,オキノトリ＼シマ
おきば【置き場】,オキバ￣
おきばしょ【置き場所】,オキバショ￣
おきび【おき火《×燠》】,オキビ￣
おきびき【置き引き】,オキビキ￣
おきふし【起き伏し】,オキ＼ふシ
おきぶたい【置き舞台】［芸能］,オキブ＼タイ
おきまり【お決まり《×御》】,オキ＼マリ
おきまり【お決まり《×御》】,オキマリ￣
おきみ【沖美】［地名］,オキミ￣
おきみやげ【置き土産】,オキミ＼ヤケ゚
おきもの【置物】,オキモノ￣
おきゃがりこぼし【起き上がりこぼし《×小法師》】,オキャカ゚リコ＼ボシ
おきゃく【お客《×御》】,オキャク￣
おきゃくさま【お客様《×御》】,オキャくサ＼マ
おきゃくさん【お客さん《×御》】,オキャくサン￣
おきゃん《×俠》,オキャ＼ン
おぎゅうそらい【荻生徂徠】［人名］,オキ゚ューソ＼ライ
おきょう【お経《×御》】,オキョー￣
おぎょう《×御形》［植物］,オキ゚ョー￣
おきょうりょう【お経料《×御》】,オキョーリョー￣
おぎり【お義理《×御》】,オギリ￣
おきる【起きる】,オキ＼ル
おきわすれ【置き忘れ】,オキワスレ￣
おきわすれる【置き忘れる】,オキワスレ＼ル
おきわたし【沖渡し】,オキワ＼タシ
おく【奥】,オ＼ク
おく【屋】,オ＼ク
おく【億】,オ＼ク
おく【邑久】［地名］,オ＼ク
おく【置く】【おく《×擱》】,オク￣
おくいぞめ【お食い初め《×御》】,オクイゾメ￣
おくがい【屋外】,オク＼カ゚イ
おくがき【奥書】,オクカ゚キ￣
おくがた【奥方】,オクカ゚タ￣
おくげんかん【奥玄関】,オクゲ＼ンカン
おくごしょう【奥小姓】［歴史］,オクコ゚＼ショー
おくごてん【奥御殿】,オクゴ＼テン
おくざしき【奥座敷】,オクザ＼しキ
おくさま【奥様】,オ＼くサマ
おくさん【奥さん】,オ＼くサン
おぐし《×御髪》,オク゚シ￣
おぐしあげ【おぐし上げ《×御髪》】,オク゚シアケ゚￣
おくしょいん【奥書院】,オくショ＼イン
おくじょう【屋上】,オクジョー￣
おくじょちゅう【奥女中】,オクジョ＼チュー
おくしり【奥尻】［地名］,オくシリ￣
おくすり【お薬《×御》】,オくス＼リ
おくする【臆する】,オくス＼ル
おくせつ【臆説】,オくセツ￣
おくそく【臆測】,オくソク￣
おくそこ【奥底】,オくソコ￣
オクターブ,オくタ＼ーブ
おくただみ【奥只見】［地名］,オくタ＼ダミ
おくたま【奥多摩】［地名］,オくタマ￣
おくだん【臆断】,オクダン￣
オクタンか【オクタン価】,オくタ＼ンカ
おくち【奥地】,オ＼くチ
おくちちぶ【奥秩父】［地名］,オクちチ＼ブ
おくちよごし【お口汚し《×御》】,オくチヨ＼コ゚シ
おくづけ【奥付】,オクズケ￣
おくて【奥手】,オくテ￣
おくて《×晩稲》,オくテ￣
おくでん【奥伝】,オクデン￣
おくどしより【奥年寄】［歴史］,オクド＼シヨリ
おくない【屋内】,オク＼ナイ
おくないコート【屋内コート】,オクナイコ＼ート
おくないたいひ【屋内退避】,オクナイタ＼イヒ
おくに【お国《×御》】,オクニ￣
おくにいり【お国入り《×御》】,オクニイリ￣
おくにかい【奥二階】,オクニ＼カイ
おくにかぶき【阿国歌舞伎】［歴史］,オクニカ＼ブキ
おくにことば【お国ことば《×御》】,オクニコ＼トバ
おくにじまん【お国自慢《×御》】,オクニジ＼マン
おくにっこう【奥日光】［地名］,オクニ＼ッコー
おくになまり【お国なまり《×御》】,オクニナ＼マリ
おくにふう【お国ふう《×御》】,オクニフー￣
おくにぶり【お国ぶり《×御》】,オクニブリ￣
おくのいん【奥の院】,オクノ＼イン
おくのて【奥の手】,オクノテ＼
おくのほそみち【奥の細道】［書名］,オ＼クノ・ホソ＼ミチ
おくのま【奥の間】,オ＼クノマ
おくば【奥歯】,オ＼クバ
おくび《×噯気》,オクビ￣
おくびょう【臆病】,オクビョ＼ー
おくびょうかぜ【臆病風】,オクビョ＼ーカゼ
おくびょうがみ【臆病神】,オクビョ＼ーカ゚ミ
おくびょうもの【臆病者】,オクビョーモノ￣
おくふかい【奥深い】,オクふカ＼イ
おくほたかだけ【奥穂高岳】［地名］,オクホタカ＼ダケ
おくまる【奥まる】,オクマ＼ル
おくまん【億万】,オクマ＼ン
おくまんちょうじゃ【億万長者】,オクマンチョ＼ージャ
おくみ《×衽》［服飾］,オクミ＼
おくみさがり【おくみ下がり《×衽》】［服飾］,オクミサ＼カ゚リ
おくむき【奥向き】,オクムキ￣
おくめん【臆面】,オクメン￣
おくもつ【お供物《×御》】,オク＼モツ
おくやま【奥山】,オクヤマ￣
おくやみ【お悔やみ《×御》】,オクヤミ￣
おくゆかしい【奥ゆかしい】,オクユカシ＼イ
おくゆき【奥行き】,オクユキ￣
おくゆるし【奥許し】,オクユ＼ルシ
おくら【お蔵】［俗語］,オクラ￣
オクラ［食］,オクラ￣
おぐら【小倉】,オク゚ラ￣
おぐらあん【小倉あん《×餡》】,オク゚ラアン￣
おぐらい【小暗い】,オク゚ラ＼イ
おくらいり【お蔵入り】,オクライリ￣
おぐらじるこ【小倉汁粉】,オク゚ラジ＼ルコ
おくらす【遅らす】,オクラス￣
おくらせる【遅らせる】,オクラセル￣
おぐらひゃくにんいっしゅ【小倉百人一首】,オク゚ラヒャクニンイ＼ッシュ
オクラホマ［地名］,オクラ＼ホマ
オクラホマシティー［地名］,オクラホマし＼ティー
おくり【送り】,オクリ￣
おくりおおかみ【送りおおかみ《×狼》】,オクリオ＼ーカミ
おくりかえす【送り返す】,オクリカ＼エス
おくりがな【送りがな】,オクリカ゚ナ￣
おくりこむ【送り込む】,オクリコ＼ム
おくりさき【送り先】,オクリサキ￣
おくりじょう【送り状】,オクリジョー￣
おくりたおし【送り倒し】［相撲］,オクリタオシ￣
おくりだし【送り出し】［相撲］,オクリダシ￣
おくりだす【送り出す】,オクリダ＼ス
おくりつける【送りつける】,オクリつケ＼ル
おくりて【送り手】,オクリテ￣
おくりとどける【送り届ける】,オクリトドケ＼ル
おくりな【おくり名《×諡》】,オクリナ￣
おくりなおす【送り直す】,オクリナオ＼ス
